timestamp,pod_name,namespace,node,cpu_usage_cores,memory_usage_mb,cpu_request_cores,memory_request_mb
2026-02-20T09:00:00Z,api-gateway-7f8d9,production,node-01,0.2857,438.1,0.5,512
2026-02-20T09:00:00Z,batch-processor-1d5f3,production,node-01,0.7919,1630.2,1.0,2048
2026-02-20T09:00:00Z,cache-layer-5f1d9,production,node-01,0.4594,978.4,0.5,1024
2026-02-20T09:00:00Z,data-pipeline-4a2c1,production,node-02,1.6492,3621.7,2.0,4096
2026-02-20T09:00:00Z,legacy-etl-2e7b4,production,node-03,0.0979,153.0,2.0,4096
2026-02-20T09:00:00Z,model-serving-9b3e7,ml-inference,node-03,3.1447,7095.2,4.0,8192
2026-02-20T09:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.2032,254.1,0.25,256
2026-02-20T10:00:00Z,api-gateway-7f8d9,production,node-01,0.3191,459.4,0.5,512
2026-02-20T10:00:00Z,batch-processor-1d5f3,production,node-01,0.8427,2038.3,1.0,2048
2026-02-20T10:00:00Z,cache-layer-5f1d9,production,node-01,0.3913,1063.2,0.5,1024
2026-02-20T10:00:00Z,data-pipeline-4a2c1,production,node-02,1.8876,3885.8,2.0,4096
2026-02-20T10:00:00Z,legacy-etl-2e7b4,production,node-03,0.0949,165.4,2.0,4096
2026-02-20T10:00:00Z,model-serving-9b3e7,ml-inference,node-03,3.3455,7392.4,4.0,8192
2026-02-20T10:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1708,218.5,0.25,256
2026-02-20T11:00:00Z,api-gateway-7f8d9,production,node-01,0.2227,434.6,0.5,512
2026-02-20T11:00:00Z,batch-processor-1d5f3,production,node-01,0.9547,1811.9,1.0,2048
2026-02-20T11:00:00Z,cache-layer-5f1d9,production,node-01,0.4393,1070.4,0.5,1024
2026-02-20T11:00:00Z,data-pipeline-4a2c1,production,node-02,1.4149,3616.8,2.0,4096
2026-02-20T11:00:00Z,legacy-etl-2e7b4,production,node-03,0.1096,147.9,2.0,4096
2026-02-20T11:00:00Z,model-serving-9b3e7,ml-inference,node-03,3.2731,7276.4,4.0,8192
2026-02-20T11:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.2078,250.3,0.25,256
2026-02-20T12:00:00Z,api-gateway-7f8d9,production,node-01,0.2990,442.5,0.5,512
2026-02-20T12:00:00Z,batch-processor-1d5f3,production,node-01,0.8385,1730.0,1.0,2048
2026-02-20T12:00:00Z,cache-layer-5f1d9,production,node-01,0.3877,1003.4,0.5,1024
2026-02-20T12:00:00Z,data-pipeline-4a2c1,production,node-02,1.3654,3748.7,2.0,4096
2026-02-20T12:00:00Z,legacy-etl-2e7b4,production,node-03,0.1150,149.8,2.0,4096
2026-02-20T12:00:00Z,model-serving-9b3e7,ml-inference,node-03,3.6806,6599.0,4.0,8192
2026-02-20T12:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1682,261.3,0.25,256
2026-02-20T13:00:00Z,api-gateway-7f8d9,production,node-01,0.2557,384.3,0.5,512
2026-02-20T13:00:00Z,batch-processor-1d5f3,production,node-01,0.7984,1812.0,1.0,2048
2026-02-20T13:00:00Z,cache-layer-5f1d9,production,node-01,0.4925,1193.0,0.5,1024
2026-02-20T13:00:00Z,data-pipeline-4a2c1,production,node-02,1.3394,3549.7,2.0,4096
2026-02-20T13:00:00Z,legacy-etl-2e7b4,production,node-03,0.1290,165.3,2.0,4096
2026-02-20T13:00:00Z,model-serving-9b3e7,ml-inference,node-03,3.6653,6612.1,4.0,8192
2026-02-20T13:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.2156,246.1,0.25,256
2026-02-20T14:00:00Z,api-gateway-7f8d9,production,node-01,0.2977,409.5,0.5,512
2026-02-20T14:00:00Z,batch-processor-1d5f3,production,node-01,0.7871,1970.3,1.0,2048
2026-02-20T14:00:00Z,cache-layer-5f1d9,production,node-01,0.3978,969.3,0.5,1024
2026-02-20T14:00:00Z,data-pipeline-4a2c1,production,node-02,1.4085,3534.2,2.0,4096
2026-02-20T14:00:00Z,legacy-etl-2e7b4,production,node-03,0.1065,168.8,2.0,4096
2026-02-20T14:00:00Z,model-serving-9b3e7,ml-inference,node-03,3.4832,6723.9,4.0,8192
2026-02-20T14:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1955,245.7,0.25,256
2026-02-20T15:00:00Z,api-gateway-7f8d9,production,node-01,0.2368,449.3,0.5,512
2026-02-20T15:00:00Z,batch-processor-1d5f3,production,node-01,0.7303,1862.4,1.0,2048
2026-02-20T15:00:00Z,cache-layer-5f1d9,production,node-01,0.4739,1020.5,0.5,1024
2026-02-20T15:00:00Z,data-pipeline-4a2c1,production,node-02,1.6219,3616.1,2.0,4096
2026-02-20T15:00:00Z,legacy-etl-2e7b4,production,node-03,0.1021,171.0,2.0,4096
2026-02-20T15:00:00Z,model-serving-9b3e7,ml-inference,node-03,3.5576,7042.5,4.0,8192
2026-02-20T15:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.2116,221.3,0.25,256
2026-02-20T16:00:00Z,api-gateway-7f8d9,production,node-01,0.3486,394.0,0.5,512
2026-02-20T16:00:00Z,batch-processor-1d5f3,production,node-01,0.8183,1769.0,1.0,2048
2026-02-20T16:00:00Z,cache-layer-5f1d9,production,node-01,0.4355,972.5,0.5,1024
2026-02-20T16:00:00Z,data-pipeline-4a2c1,production,node-02,1.4503,3837.8,2.0,4096
2026-02-20T16:00:00Z,legacy-etl-2e7b4,production,node-03,0.0911,170.2,2.0,4096
2026-02-20T16:00:00Z,model-serving-9b3e7,ml-inference,node-03,3.5919,6690.8,4.0,8192
2026-02-20T16:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.2045,229.6,0.25,256
2026-02-20T17:00:00Z,api-gateway-7f8d9,production,node-01,0.2578,397.3,0.5,512
2026-02-20T17:00:00Z,batch-processor-1d5f3,production,node-01,0.8003,1864.4,1.0,2048
2026-02-20T17:00:00Z,cache-layer-5f1d9,production,node-01,0.4677,982.4,0.5,1024
2026-02-20T17:00:00Z,data-pipeline-4a2c1,production,node-02,1.5576,3618.0,2.0,4096
2026-02-20T17:00:00Z,legacy-etl-2e7b4,production,node-03,0.0827,157.4,2.0,4096
2026-02-20T17:00:00Z,model-serving-9b3e7,ml-inference,node-03,3.3833,6933.0,4.0,8192
2026-02-20T17:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.2439,218.0,0.25,256
2026-02-20T18:00:00Z,api-gateway-7f8d9,production,node-01,0.2836,434.8,0.5,512
2026-02-20T18:00:00Z,batch-processor-1d5f3,production,node-01,0.8112,1557.3,1.0,2048
2026-02-20T18:00:00Z,cache-layer-5f1d9,production,node-01,0.5156,1032.1,0.5,1024
2026-02-20T18:00:00Z,data-pipeline-4a2c1,production,node-02,1.0192,3587.8,2.0,4096
2026-02-20T18:00:00Z,legacy-etl-2e7b4,production,node-03,0.0954,151.7,2.0,4096
2026-02-20T18:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.6856,6825.8,4.0,8192
2026-02-20T18:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.2374,235.1,0.25,256
2026-02-20T19:00:00Z,api-gateway-7f8d9,production,node-01,0.0830,234.1,0.5,512
2026-02-20T19:00:00Z,batch-processor-1d5f3,production,node-01,0.4185,831.7,1.0,2048
2026-02-20T19:00:00Z,cache-layer-5f1d9,production,node-01,0.2679,588.2,0.5,1024
2026-02-20T19:00:00Z,data-pipeline-4a2c1,production,node-02,0.7016,1523.6,2.0,4096
2026-02-20T19:00:00Z,legacy-etl-2e7b4,production,node-03,0.0360,75.8,2.0,4096
2026-02-20T19:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.6757,3476.0,4.0,8192
2026-02-20T19:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0895,135.6,0.25,256
2026-02-20T20:00:00Z,api-gateway-7f8d9,production,node-01,0.1741,241.5,0.5,512
2026-02-20T20:00:00Z,batch-processor-1d5f3,production,node-01,0.4562,938.2,1.0,2048
2026-02-20T20:00:00Z,cache-layer-5f1d9,production,node-01,0.1875,518.0,0.5,1024
2026-02-20T20:00:00Z,data-pipeline-4a2c1,production,node-02,0.7621,1520.7,2.0,4096
2026-02-20T20:00:00Z,legacy-etl-2e7b4,production,node-03,0.0496,95.0,2.0,4096
2026-02-20T20:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.0215,3764.7,4.0,8192
2026-02-20T20:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1114,149.9,0.25,256
2026-02-20T21:00:00Z,api-gateway-7f8d9,production,node-01,0.1243,205.3,0.5,512
2026-02-20T21:00:00Z,batch-processor-1d5f3,production,node-01,0.4502,960.3,1.0,2048
2026-02-20T21:00:00Z,cache-layer-5f1d9,production,node-01,0.1982,585.7,0.5,1024
2026-02-20T21:00:00Z,data-pipeline-4a2c1,production,node-02,0.7729,1785.7,2.0,4096
2026-02-20T21:00:00Z,legacy-etl-2e7b4,production,node-03,0.0450,84.5,2.0,4096
2026-02-20T21:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.8940,4199.3,4.0,8192
2026-02-20T21:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1034,122.9,0.25,256
2026-02-20T22:00:00Z,api-gateway-7f8d9,production,node-01,0.2056,245.0,0.5,512
2026-02-20T22:00:00Z,batch-processor-1d5f3,production,node-01,0.4397,852.8,1.0,2048
2026-02-20T22:00:00Z,cache-layer-5f1d9,production,node-01,0.2074,470.3,0.5,1024
2026-02-20T22:00:00Z,data-pipeline-4a2c1,production,node-02,0.8374,1916.5,2.0,4096
2026-02-20T22:00:00Z,legacy-etl-2e7b4,production,node-03,0.0736,72.1,2.0,4096
2026-02-20T22:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.4781,3545.0,4.0,8192
2026-02-20T22:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1235,80.9,0.25,256
2026-02-20T23:00:00Z,api-gateway-7f8d9,production,node-01,0.1111,225.9,0.5,512
2026-02-20T23:00:00Z,batch-processor-1d5f3,production,node-01,0.5449,1192.0,1.0,2048
2026-02-20T23:00:00Z,cache-layer-5f1d9,production,node-01,0.2075,543.5,0.5,1024
2026-02-20T23:00:00Z,data-pipeline-4a2c1,production,node-02,0.6192,1957.0,2.0,4096
2026-02-20T23:00:00Z,legacy-etl-2e7b4,production,node-03,0.0757,95.4,2.0,4096
2026-02-20T23:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.8840,3369.9,4.0,8192
2026-02-20T23:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0987,145.7,0.25,256
2026-02-21T00:00:00Z,api-gateway-7f8d9,production,node-01,0.1450,190.6,0.5,512
2026-02-21T00:00:00Z,batch-processor-1d5f3,production,node-01,0.3886,1002.2,1.0,2048
2026-02-21T00:00:00Z,cache-layer-5f1d9,production,node-01,0.1675,564.5,0.5,1024
2026-02-21T00:00:00Z,data-pipeline-4a2c1,production,node-02,0.9277,3056.7,2.0,4096
2026-02-21T00:00:00Z,legacy-etl-2e7b4,production,node-03,0.0406,91.4,2.0,4096
2026-02-21T00:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.9990,3768.5,4.0,8192
2026-02-21T00:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0950,116.5,0.25,256
2026-02-21T01:00:00Z,api-gateway-7f8d9,production,node-01,0.1677,224.5,0.5,512
2026-02-21T01:00:00Z,batch-processor-1d5f3,production,node-01,0.3555,1170.1,1.0,2048
2026-02-21T01:00:00Z,cache-layer-5f1d9,production,node-01,0.2433,422.8,0.5,1024
2026-02-21T01:00:00Z,data-pipeline-4a2c1,production,node-02,0.6625,2047.7,2.0,4096
2026-02-21T01:00:00Z,legacy-etl-2e7b4,production,node-03,0.0516,87.8,2.0,4096
2026-02-21T01:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.2449,3530.9,4.0,8192
2026-02-21T01:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1101,143.5,0.25,256
2026-02-21T02:00:00Z,api-gateway-7f8d9,production,node-01,0.1042,244.2,0.5,512
2026-02-21T02:00:00Z,batch-processor-1d5f3,production,node-01,0.4993,1176.1,1.0,2048
2026-02-21T02:00:00Z,cache-layer-5f1d9,production,node-01,0.2875,565.2,0.5,1024
2026-02-21T02:00:00Z,data-pipeline-4a2c1,production,node-02,0.6740,2337.9,2.0,4096
2026-02-21T02:00:00Z,legacy-etl-2e7b4,production,node-03,0.0355,72.7,2.0,4096
2026-02-21T02:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.7958,3315.0,4.0,8192
2026-02-21T02:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0897,126.4,0.25,256
2026-02-21T03:00:00Z,api-gateway-7f8d9,production,node-01,0.1937,247.2,0.5,512
2026-02-21T03:00:00Z,batch-processor-1d5f3,production,node-01,0.3675,1085.7,1.0,2048
2026-02-21T03:00:00Z,cache-layer-5f1d9,production,node-01,0.2113,639.3,0.5,1024
2026-02-21T03:00:00Z,data-pipeline-4a2c1,production,node-02,0.8399,2028.9,2.0,4096
2026-02-21T03:00:00Z,legacy-etl-2e7b4,production,node-03,0.0297,58.3,2.0,4096
2026-02-21T03:00:00Z,model-serving-9b3e7,ml-inference,node-03,0.8814,4637.6,4.0,8192
2026-02-21T03:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0934,128.1,0.25,256
2026-02-21T04:00:00Z,api-gateway-7f8d9,production,node-01,0.1235,210.7,0.5,512
2026-02-21T04:00:00Z,batch-processor-1d5f3,production,node-01,0.3889,1209.4,1.0,2048
2026-02-21T04:00:00Z,cache-layer-5f1d9,production,node-01,0.2520,537.2,0.5,1024
2026-02-21T04:00:00Z,data-pipeline-4a2c1,production,node-02,1.1233,1855.3,2.0,4096
2026-02-21T04:00:00Z,legacy-etl-2e7b4,production,node-03,0.0783,94.0,2.0,4096
2026-02-21T04:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.0143,3582.8,4.0,8192
2026-02-21T04:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1004,109.3,0.25,256
2026-02-21T05:00:00Z,api-gateway-7f8d9,production,node-01,0.1372,210.6,0.5,512
2026-02-21T05:00:00Z,batch-processor-1d5f3,production,node-01,0.4629,872.6,1.0,2048
2026-02-21T05:00:00Z,cache-layer-5f1d9,production,node-01,0.2639,598.9,0.5,1024
2026-02-21T05:00:00Z,data-pipeline-4a2c1,production,node-02,0.7444,1596.6,2.0,4096
2026-02-21T05:00:00Z,legacy-etl-2e7b4,production,node-03,0.0488,74.2,2.0,4096
2026-02-21T05:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.4780,3758.8,4.0,8192
2026-02-21T05:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0646,148.2,0.25,256
2026-02-21T06:00:00Z,api-gateway-7f8d9,production,node-01,0.1641,262.6,0.5,512
2026-02-21T06:00:00Z,batch-processor-1d5f3,production,node-01,0.5455,960.2,1.0,2048
2026-02-21T06:00:00Z,cache-layer-5f1d9,production,node-01,0.3145,484.5,0.5,1024
2026-02-21T06:00:00Z,data-pipeline-4a2c1,production,node-02,0.7801,1869.2,2.0,4096
2026-02-21T06:00:00Z,legacy-etl-2e7b4,production,node-03,0.0430,78.7,2.0,4096
2026-02-21T06:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.7260,3558.2,4.0,8192
2026-02-21T06:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1253,152.3,0.25,256
2026-02-21T07:00:00Z,api-gateway-7f8d9,production,node-01,0.2042,270.8,0.5,512
2026-02-21T07:00:00Z,batch-processor-1d5f3,production,node-01,0.6801,994.9,1.0,2048
2026-02-21T07:00:00Z,cache-layer-5f1d9,production,node-01,0.2672,518.9,0.5,1024
2026-02-21T07:00:00Z,data-pipeline-4a2c1,production,node-02,0.8525,2033.4,2.0,4096
2026-02-21T07:00:00Z,legacy-etl-2e7b4,production,node-03,0.0631,83.1,2.0,4096
2026-02-21T07:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.1973,3579.5,4.0,8192
2026-02-21T07:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0949,113.3,0.25,256
2026-02-21T08:00:00Z,api-gateway-7f8d9,production,node-01,0.1470,223.7,0.5,512
2026-02-21T08:00:00Z,batch-processor-1d5f3,production,node-01,0.5069,911.9,1.0,2048
2026-02-21T08:00:00Z,cache-layer-5f1d9,production,node-01,0.3246,534.4,0.5,1024
2026-02-21T08:00:00Z,data-pipeline-4a2c1,production,node-02,0.8789,2026.6,2.0,4096
2026-02-21T08:00:00Z,legacy-etl-2e7b4,production,node-03,0.0302,87.3,2.0,4096
2026-02-21T08:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.0053,4011.6,4.0,8192
2026-02-21T08:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0893,110.0,0.25,256
2026-02-21T09:00:00Z,api-gateway-7f8d9,production,node-01,0.1399,269.5,0.5,512
2026-02-21T09:00:00Z,batch-processor-1d5f3,production,node-01,0.3841,903.2,1.0,2048
2026-02-21T09:00:00Z,cache-layer-5f1d9,production,node-01,0.1573,516.2,0.5,1024
2026-02-21T09:00:00Z,data-pipeline-4a2c1,production,node-02,0.8083,2208.0,2.0,4096
2026-02-21T09:00:00Z,legacy-etl-2e7b4,production,node-03,0.0740,78.0,2.0,4096
2026-02-21T09:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.9155,3680.7,4.0,8192
2026-02-21T09:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0712,123.6,0.25,256
2026-02-21T10:00:00Z,api-gateway-7f8d9,production,node-01,0.1548,228.3,0.5,512
2026-02-21T10:00:00Z,batch-processor-1d5f3,production,node-01,0.2742,1040.7,1.0,2048
2026-02-21T10:00:00Z,cache-layer-5f1d9,production,node-01,0.2602,608.2,0.5,1024
2026-02-21T10:00:00Z,data-pipeline-4a2c1,production,node-02,0.8045,1834.1,2.0,4096
2026-02-21T10:00:00Z,legacy-etl-2e7b4,production,node-03,0.0476,84.4,2.0,4096
2026-02-21T10:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.7592,3925.7,4.0,8192
2026-02-21T10:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0781,129.1,0.25,256
2026-02-21T11:00:00Z,api-gateway-7f8d9,production,node-01,0.1064,231.1,0.5,512
2026-02-21T11:00:00Z,batch-processor-1d5f3,production,node-01,0.5197,862.1,1.0,2048
2026-02-21T11:00:00Z,cache-layer-5f1d9,production,node-01,0.1991,533.6,0.5,1024
2026-02-21T11:00:00Z,data-pipeline-4a2c1,production,node-02,0.8619,1805.2,2.0,4096
2026-02-21T11:00:00Z,legacy-etl-2e7b4,production,node-03,0.0532,81.4,2.0,4096
2026-02-21T11:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.1873,3717.7,4.0,8192
2026-02-21T11:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1119,138.7,0.25,256
2026-02-21T12:00:00Z,api-gateway-7f8d9,production,node-01,0.0906,225.1,0.5,512
2026-02-21T12:00:00Z,batch-processor-1d5f3,production,node-01,0.2508,812.1,1.0,2048
2026-02-21T12:00:00Z,cache-layer-5f1d9,production,node-01,0.3591,531.7,0.5,1024
2026-02-21T12:00:00Z,data-pipeline-4a2c1,production,node-02,1.2740,1819.0,2.0,4096
2026-02-21T12:00:00Z,legacy-etl-2e7b4,production,node-03,0.0383,90.3,2.0,4096
2026-02-21T12:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.8001,3778.9,4.0,8192
2026-02-21T12:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0955,125.4,0.25,256
2026-02-21T13:00:00Z,api-gateway-7f8d9,production,node-01,0.1605,237.4,0.5,512
2026-02-21T13:00:00Z,batch-processor-1d5f3,production,node-01,0.4824,1241.6,1.0,2048
2026-02-21T13:00:00Z,cache-layer-5f1d9,production,node-01,0.2290,489.5,0.5,1024
2026-02-21T13:00:00Z,data-pipeline-4a2c1,production,node-02,0.7320,2256.6,2.0,4096
2026-02-21T13:00:00Z,legacy-etl-2e7b4,production,node-03,0.0744,74.6,2.0,4096
2026-02-21T13:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.0512,3334.6,4.0,8192
2026-02-21T13:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1198,125.0,0.25,256
2026-02-21T14:00:00Z,api-gateway-7f8d9,production,node-01,0.1709,214.7,0.5,512
2026-02-21T14:00:00Z,batch-processor-1d5f3,production,node-01,0.4922,1098.2,1.0,2048
2026-02-21T14:00:00Z,cache-layer-5f1d9,production,node-01,0.2517,597.4,0.5,1024
2026-02-21T14:00:00Z,data-pipeline-4a2c1,production,node-02,0.3474,1953.3,2.0,4096
2026-02-21T14:00:00Z,legacy-etl-2e7b4,production,node-03,0.0590,92.3,2.0,4096
2026-02-21T14:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.5221,3463.3,4.0,8192
2026-02-21T14:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1047,128.6,0.25,256
2026-02-21T15:00:00Z,api-gateway-7f8d9,production,node-01,0.1854,253.0,0.5,512
2026-02-21T15:00:00Z,batch-processor-1d5f3,production,node-01,0.4166,1059.8,1.0,2048
2026-02-21T15:00:00Z,cache-layer-5f1d9,production,node-01,0.2389,574.6,0.5,1024
2026-02-21T15:00:00Z,data-pipeline-4a2c1,production,node-02,1.0266,1992.8,2.0,4096
2026-02-21T15:00:00Z,legacy-etl-2e7b4,production,node-03,0.0646,99.3,2.0,4096
2026-02-21T15:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.9283,4052.8,4.0,8192
2026-02-21T15:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1490,130.5,0.25,256
2026-02-21T16:00:00Z,api-gateway-7f8d9,production,node-01,0.1327,253.5,0.5,512
2026-02-21T16:00:00Z,batch-processor-1d5f3,production,node-01,0.4481,1070.1,1.0,2048
2026-02-21T16:00:00Z,cache-layer-5f1d9,production,node-01,0.3202,408.6,0.5,1024
2026-02-21T16:00:00Z,data-pipeline-4a2c1,production,node-02,0.9712,2209.5,2.0,4096
2026-02-21T16:00:00Z,legacy-etl-2e7b4,production,node-03,0.0531,88.2,2.0,4096
2026-02-21T16:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.7018,3304.8,4.0,8192
2026-02-21T16:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1138,142.1,0.25,256
2026-02-21T17:00:00Z,api-gateway-7f8d9,production,node-01,0.2082,247.4,0.5,512
2026-02-21T17:00:00Z,batch-processor-1d5f3,production,node-01,0.5290,1129.6,1.0,2048
2026-02-21T17:00:00Z,cache-layer-5f1d9,production,node-01,0.2105,616.9,0.5,1024
2026-02-21T17:00:00Z,data-pipeline-4a2c1,production,node-02,0.9587,1740.9,2.0,4096
2026-02-21T17:00:00Z,legacy-etl-2e7b4,production,node-03,0.0820,75.6,2.0,4096
2026-02-21T17:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.8372,3393.1,4.0,8192
2026-02-21T17:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1154,143.9,0.25,256
2026-02-21T18:00:00Z,api-gateway-7f8d9,production,node-01,0.1542,274.6,0.5,512
2026-02-21T18:00:00Z,batch-processor-1d5f3,production,node-01,0.5480,1035.8,1.0,2048
2026-02-21T18:00:00Z,cache-layer-5f1d9,production,node-01,0.2409,569.7,0.5,1024
2026-02-21T18:00:00Z,data-pipeline-4a2c1,production,node-02,0.7290,1998.7,2.0,4096
2026-02-21T18:00:00Z,legacy-etl-2e7b4,production,node-03,0.0632,78.3,2.0,4096
2026-02-21T18:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.1294,3718.9,4.0,8192
2026-02-21T18:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1072,138.0,0.25,256
2026-02-21T19:00:00Z,api-gateway-7f8d9,production,node-01,0.1890,240.3,0.5,512
2026-02-21T19:00:00Z,batch-processor-1d5f3,production,node-01,0.4842,1189.3,1.0,2048
2026-02-21T19:00:00Z,cache-layer-5f1d9,production,node-01,0.2580,507.6,0.5,1024
2026-02-21T19:00:00Z,data-pipeline-4a2c1,production,node-02,1.1914,2046.8,2.0,4096
2026-02-21T19:00:00Z,legacy-etl-2e7b4,production,node-03,0.0684,74.5,2.0,4096
2026-02-21T19:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.7375,2992.8,4.0,8192
2026-02-21T19:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1079,112.5,0.25,256
2026-02-21T20:00:00Z,api-gateway-7f8d9,production,node-01,0.1386,223.3,0.5,512
2026-02-21T20:00:00Z,batch-processor-1d5f3,production,node-01,0.2098,822.6,1.0,2048
2026-02-21T20:00:00Z,cache-layer-5f1d9,production,node-01,0.2692,556.2,0.5,1024
2026-02-21T20:00:00Z,data-pipeline-4a2c1,production,node-02,0.5749,2026.1,2.0,4096
2026-02-21T20:00:00Z,legacy-etl-2e7b4,production,node-03,0.0453,86.3,2.0,4096
2026-02-21T20:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.7810,3494.0,4.0,8192
2026-02-21T20:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1030,149.4,0.25,256
2026-02-21T21:00:00Z,api-gateway-7f8d9,production,node-01,0.1126,229.6,0.5,512
2026-02-21T21:00:00Z,batch-processor-1d5f3,production,node-01,0.4879,935.5,1.0,2048
2026-02-21T21:00:00Z,cache-layer-5f1d9,production,node-01,0.1140,457.1,0.5,1024
2026-02-21T21:00:00Z,data-pipeline-4a2c1,production,node-02,1.1135,1867.3,2.0,4096
2026-02-21T21:00:00Z,legacy-etl-2e7b4,production,node-03,0.0579,92.8,2.0,4096
2026-02-21T21:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.1153,3507.9,4.0,8192
2026-02-21T21:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0786,122.6,0.25,256
2026-02-21T22:00:00Z,api-gateway-7f8d9,production,node-01,0.1449,249.7,0.5,512
2026-02-21T22:00:00Z,batch-processor-1d5f3,production,node-01,0.2875,1031.4,1.0,2048
2026-02-21T22:00:00Z,cache-layer-5f1d9,production,node-01,0.2341,532.6,0.5,1024
2026-02-21T22:00:00Z,data-pipeline-4a2c1,production,node-02,0.9152,1957.1,2.0,4096
2026-02-21T22:00:00Z,legacy-etl-2e7b4,production,node-03,0.0370,83.1,2.0,4096
2026-02-21T22:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.4049,3098.4,4.0,8192
2026-02-21T22:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1232,109.3,0.25,256
2026-02-21T23:00:00Z,api-gateway-7f8d9,production,node-01,0.1730,224.6,0.5,512
2026-02-21T23:00:00Z,batch-processor-1d5f3,production,node-01,0.3731,1042.9,1.0,2048
2026-02-21T23:00:00Z,cache-layer-5f1d9,production,node-01,0.1765,567.1,0.5,1024
2026-02-21T23:00:00Z,data-pipeline-4a2c1,production,node-02,0.6975,1780.5,2.0,4096
2026-02-21T23:00:00Z,legacy-etl-2e7b4,production,node-03,0.0376,97.2,2.0,4096
2026-02-21T23:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.0330,1974.3,4.0,8192
2026-02-21T23:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1000,104.5,0.25,256
2026-02-22T00:00:00Z,api-gateway-7f8d9,production,node-01,0.1484,226.6,0.5,512
2026-02-22T00:00:00Z,batch-processor-1d5f3,production,node-01,0.3892,1073.9,1.0,2048
2026-02-22T00:00:00Z,cache-layer-5f1d9,production,node-01,0.2962,510.5,0.5,1024
2026-02-22T00:00:00Z,data-pipeline-4a2c1,production,node-02,0.6738,2078.8,2.0,4096
