billing_period,date,account_id,service,usage_type,region,cost_usd,usage_quantity
2026-02,2026-02-13,acct_008,AWSLambda,Lambda-GB-Second,eu-west-1,78.50,4727006.40
2026-02,2026-02-13,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-east-1,33.26,110.54
2026-02,2026-02-13,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-west-2,28.63,97.06
2026-02,2026-02-13,acct_008,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,31.68,106.44
2026-02,2026-02-13,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,122.71,1219.91
2026-02,2026-02-13,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,125.64,1274.47
2026-02,2026-02-13,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,133.36,1310.80
2026-02,2026-02-14,acct_001,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,888.43,4709.69
2026-02,2026-02-14,acct_001,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,801.16,4097.57
2026-02,2026-02-14,acct_001,AmazonS3,TimedStorage-ByteHrs,us-east-1,319.23,13974364.33
2026-02,2026-02-14,acct_001,AmazonS3,TimedStorage-ByteHrs,eu-west-1,284.16,12308732.37
2026-02,2026-02-14,acct_001,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,631.35,2616.36
2026-02,2026-02-14,acct_001,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,614.40,2573.87
2026-02,2026-02-14,acct_001,AWSLambda,Lambda-GB-Second,us-east-1,65.29,3923089.06
2026-02,2026-02-14,acct_001,AWSLambda,Lambda-GB-Second,eu-west-1,58.80,3564901.10
2026-02,2026-02-14,acct_001,AmazonCloudWatch,MetricMonitorUsage,us-east-1,52.98,173.73
2026-02,2026-02-14,acct_001,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,66.87,224.31
2026-02,2026-02-14,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,214.94,2158.13
2026-02,2026-02-14,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,205.66,2072.82
2026-02,2026-02-14,acct_002,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,1068.23,5536.58
2026-02,2026-02-14,acct_002,AmazonS3,TimedStorage-ByteHrs,us-west-2,309.43,13725379.61
2026-02,2026-02-14,acct_002,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,612.78,2566.02
2026-02,2026-02-14,acct_002,AWSLambda,Lambda-GB-Second,us-west-2,42.37,2539552.74
2026-02,2026-02-14,acct_002,AmazonCloudWatch,MetricMonitorUsage,us-west-2,62.90,205.28
2026-02,2026-02-14,acct_002,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,236.40,2355.00
2026-02,2026-02-14,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,153.61,806.76
2026-02,2026-02-14,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,202.44,1070.10
2026-02,2026-02-14,acct_003,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,193.75,1009.59
2026-02,2026-02-14,acct_003,AmazonS3,TimedStorage-ByteHrs,us-east-1,59.51,2631093.46
2026-02,2026-02-14,acct_003,AmazonS3,TimedStorage-ByteHrs,us-west-2,65.60,2825279.88
2026-02,2026-02-14,acct_003,AmazonS3,TimedStorage-ByteHrs,eu-central-1,57.55,2513016.03
2026-02,2026-02-14,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,106.93,447.61
2026-02,2026-02-14,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,136.16,570.95
2026-02,2026-02-14,acct_003,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,130.69,545.52
2026-02,2026-02-14,acct_003,AWSLambda,Lambda-GB-Second,us-east-1,12.75,767900.58
2026-02,2026-02-14,acct_003,AWSLambda,Lambda-GB-Second,us-west-2,12.98,771446.82
2026-02,2026-02-14,acct_003,AWSLambda,Lambda-GB-Second,eu-central-1,16.95,1030846.68
2026-02,2026-02-14,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-east-1,10.92,36.75
2026-02,2026-02-14,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-west-2,12.75,42.63
2026-02,2026-02-14,acct_003,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,13.46,45.31
2026-02,2026-02-14,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,42.84,434.43
2026-02,2026-02-14,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,45.07,453.47
2026-02,2026-02-14,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,39.86,407.16
2026-02,2026-02-14,acct_004,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,349.55,1833.58
2026-02,2026-02-14,acct_004,AmazonS3,TimedStorage-ByteHrs,eu-central-1,99.37,4284959.10
2026-02,2026-02-14,acct_004,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,228.50,954.83
2026-02,2026-02-14,acct_004,AWSLambda,Lambda-GB-Second,eu-central-1,15.65,948850.81
2026-02,2026-02-14,acct_004,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,21.96,74.23
2026-02,2026-02-14,acct_004,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,74.08,742.30
2026-02,2026-02-14,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,792.08,4088.41
2026-02,2026-02-14,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,595.35,3094.68
2026-02,2026-02-14,acct_005,AmazonS3,TimedStorage-ByteHrs,us-east-1,240.83,10331440.07
2026-02,2026-02-14,acct_005,AmazonS3,TimedStorage-ByteHrs,us-west-2,202.49,8876453.64
2026-02,2026-02-14,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,433.90,1800.81
2026-02,2026-02-14,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,419.63,1736.60
2026-02,2026-02-14,acct_005,AWSLambda,Lambda-GB-Second,us-east-1,130.85,7923788.24
2026-02,2026-02-14,acct_005,AWSLambda,Lambda-GB-Second,us-west-2,99.55,6071779.90
2026-02,2026-02-14,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-east-1,46.07,152.52
2026-02,2026-02-14,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-west-2,53.72,179.46
2026-02,2026-02-14,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,142.43,1422.10
2026-02,2026-02-14,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,186.86,1896.03
2026-02,2026-02-14,acct_006,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,207.66,1081.09
2026-02,2026-02-14,acct_006,AmazonS3,TimedStorage-ByteHrs,us-east-1,73.75,3174709.75
2026-02,2026-02-14,acct_006,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,152.20,634.18
2026-02,2026-02-14,acct_006,AWSLambda,Lambda-GB-Second,us-east-1,18.61,1129874.07
2026-02,2026-02-14,acct_006,AmazonCloudWatch,MetricMonitorUsage,us-east-1,16.14,53.69
2026-02,2026-02-14,acct_006,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,54.20,538.82
2026-02,2026-02-14,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,447.11,2326.66
2026-02,2026-02-14,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,342.15,1765.00
2026-02,2026-02-14,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-west-1,141.17,6128389.60
2026-02,2026-02-14,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-central-1,145.40,6289209.57
2026-02,2026-02-14,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,276.84,1181.11
2026-02,2026-02-14,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,269.03,1099.69
2026-02,2026-02-14,acct_007,AWSLambda,Lambda-GB-Second,eu-west-1,34.88,2075328.15
2026-02,2026-02-14,acct_007,AWSLambda,Lambda-GB-Second,eu-central-1,31.50,1878721.18
2026-02,2026-02-14,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,29.31,96.79
2026-02,2026-02-14,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,26.38,88.34
2026-02,2026-02-14,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,86.53,859.29
2026-02,2026-02-14,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,86.30,850.67
2026-02,2026-02-14,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,352.92,1840.29
2026-02,2026-02-14,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,337.62,1753.68
2026-02,2026-02-14,acct_008,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,360.18,1863.65
2026-02,2026-02-14,acct_008,AmazonS3,TimedStorage-ByteHrs,us-east-1,124.91,5508916.71
2026-02,2026-02-14,acct_008,AmazonS3,TimedStorage-ByteHrs,us-west-2,108.75,4751377.90
2026-02,2026-02-14,acct_008,AmazonS3,TimedStorage-ByteHrs,eu-west-1,109.08,4759793.07
2026-02,2026-02-14,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,258.33,1081.83
2026-02,2026-02-14,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,239.88,1004.03
2026-02,2026-02-14,acct_008,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,253.61,1054.37
2026-02,2026-02-14,acct_008,AWSLambda,Lambda-GB-Second,us-east-1,30.82,1836346.38
2026-02,2026-02-14,acct_008,AWSLambda,Lambda-GB-Second,us-west-2,14.86,892964.91
2026-02,2026-02-14,acct_008,AWSLambda,Lambda-GB-Second,eu-west-1,16.45,984667.61
2026-02,2026-02-14,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-east-1,29.20,95.46
2026-02,2026-02-14,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-west-2,21.53,71.02
2026-02,2026-02-14,acct_008,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,25.62,85.10
2026-02,2026-02-14,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,95.42,963.30
2026-02,2026-02-14,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,87.04,871.66
2026-02,2026-02-14,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,86.47,857.21
2026-02,2026-02-15,acct_001,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,968.98,4990.62
2026-02,2026-02-15,acct_001,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,961.24,5065.85
2026-02,2026-02-15,acct_001,AmazonS3,TimedStorage-ByteHrs,us-east-1,288.61,12526043.70
2026-02,2026-02-15,acct_001,AmazonS3,TimedStorage-ByteHrs,eu-west-1,291.97,12331282.86
2026-02,2026-02-15,acct_001,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,603.52,2511.82
2026-02,2026-02-15,acct_001,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,584.18,2451.27
2026-02,2026-02-15,acct_001,AWSLambda,Lambda-GB-Second,us-east-1,61.42,3643071.58
2026-02,2026-02-15,acct_001,AWSLambda,Lambda-GB-Second,eu-west-1,59.15,3551124.11
2026-02,2026-02-15,acct_001,AmazonCloudWatch,MetricMonitorUsage,us-east-1,59.09,197.28
2026-02,2026-02-15,acct_001,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,70.68,233.03
2026-02,2026-02-15,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,211.45,2141.78
2026-02,2026-02-15,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,184.02,1843.54
2026-02,2026-02-15,acct_002,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,1008.55,5233.41
2026-02,2026-02-15,acct_002,AmazonS3,TimedStorage-ByteHrs,us-west-2,293.58,12742808.13
2026-02,2026-02-15,acct_002,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,751.26,3090.67
2026-02,2026-02-15,acct_002,AWSLambda,Lambda-GB-Second,us-west-2,50.94,3016850.09
2026-02,2026-02-15,acct_002,AmazonCloudWatch,MetricMonitorUsage,us-west-2,79.20,262.77
2026-02,2026-02-15,acct_002,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,234.70,2337.53
2026-02,2026-02-15,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,181.70,944.12
2026-02,2026-02-15,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,218.80,1155.43
2026-02,2026-02-15,acct_003,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,174.68,915.68
2026-02,2026-02-15,acct_003,AmazonS3,TimedStorage-ByteHrs,us-east-1,54.89,2344129.98
2026-02,2026-02-15,acct_003,AmazonS3,TimedStorage-ByteHrs,us-west-2,64.77,2848799.80
2026-02,2026-02-15,acct_003,AmazonS3,TimedStorage-ByteHrs,eu-central-1,60.30,2609380.28
2026-02,2026-02-15,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,120.08,504.09
2026-02,2026-02-15,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,124.87,518.23
2026-02,2026-02-15,acct_003,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,114.57,477.93
2026-02,2026-02-15,acct_003,AWSLambda,Lambda-GB-Second,us-east-1,15.65,927702.54
2026-02,2026-02-15,acct_003,AWSLambda,Lambda-GB-Second,us-west-2,15.76,948958.99
2026-02,2026-02-15,acct_003,AWSLambda,Lambda-GB-Second,eu-central-1,15.69,949689.10
2026-02,2026-02-15,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-east-1,11.25,36.89
2026-02,2026-02-15,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-west-2,12.23,41.14
2026-02,2026-02-15,acct_003,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,11.55,38.22
2026-02,2026-02-15,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,30.44,309.71
2026-02,2026-02-15,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,46.57,469.24
2026-02,2026-02-15,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,43.13,433.83
2026-02,2026-02-15,acct_004,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,322.31,1675.93
2026-02,2026-02-15,acct_004,AmazonS3,TimedStorage-ByteHrs,eu-central-1,106.42,4748753.95
2026-02,2026-02-15,acct_004,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,222.67,923.50
2026-02,2026-02-15,acct_004,AWSLambda,Lambda-GB-Second,eu-central-1,25.94,1540381.59
2026-02,2026-02-15,acct_004,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,28.18,93.32
2026-02,2026-02-15,acct_004,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,78.72,795.55
2026-02,2026-02-15,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,729.72,3804.20
2026-02,2026-02-15,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,663.83,3455.51
2026-02,2026-02-15,acct_005,AmazonS3,TimedStorage-ByteHrs,us-east-1,213.68,9248578.32
2026-02,2026-02-15,acct_005,AmazonS3,TimedStorage-ByteHrs,us-west-2,244.18,10605168.96
2026-02,2026-02-15,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,428.97,1778.13
2026-02,2026-02-15,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,485.03,2034.62
2026-02,2026-02-15,acct_005,AWSLambda,Lambda-GB-Second,us-east-1,156.25,9350556.44
2026-02,2026-02-15,acct_005,AWSLambda,Lambda-GB-Second,us-west-2,163.74,9761137.30
2026-02,2026-02-15,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-east-1,47.90,161.21
2026-02,2026-02-15,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-west-2,51.11,168.70
2026-02,2026-02-15,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,137.86,1380.14
2026-02,2026-02-15,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,192.94,1892.48
2026-02,2026-02-15,acct_006,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,237.29,1218.86
2026-02,2026-02-15,acct_006,AmazonS3,TimedStorage-ByteHrs,us-east-1,68.27,2957424.52
2026-02,2026-02-15,acct_006,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,150.47,623.59
2026-02,2026-02-15,acct_006,AWSLambda,Lambda-GB-Second,us-east-1,15.48,923994.74
2026-02,2026-02-15,acct_006,AmazonCloudWatch,MetricMonitorUsage,us-east-1,14.66,49.23
2026-02,2026-02-15,acct_006,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,54.47,549.28
2026-02,2026-02-15,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,344.84,1801.41
2026-02,2026-02-15,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,473.02,2438.25
2026-02,2026-02-15,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-west-1,133.40,5793409.12
2026-02,2026-02-15,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-central-1,146.59,6496161.60
2026-02,2026-02-15,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,246.66,1053.39
2026-02,2026-02-15,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,270.98,1140.15
2026-02,2026-02-15,acct_007,AWSLambda,Lambda-GB-Second,eu-west-1,33.30,1977878.92
2026-02,2026-02-15,acct_007,AWSLambda,Lambda-GB-Second,eu-central-1,34.59,2073251.15
2026-02,2026-02-15,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,30.04,100.36
2026-02,2026-02-15,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,29.73,99.18
2026-02,2026-02-15,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,92.24,932.52
2026-02,2026-02-15,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,99.19,999.13
2026-02,2026-02-15,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,341.94,1762.32
2026-02,2026-02-15,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,328.79,1701.80
2026-02,2026-02-15,acct_008,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,388.10,2041.08
2026-02,2026-02-15,acct_008,AmazonS3,TimedStorage-ByteHrs,us-east-1,115.17,5079246.39
2026-02,2026-02-15,acct_008,AmazonS3,TimedStorage-ByteHrs,us-west-2,126.31,5505010.02
2026-02,2026-02-15,acct_008,AmazonS3,TimedStorage-ByteHrs,eu-west-1,101.69,4490809.14
2026-02,2026-02-15,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,240.17,1001.98
2026-02,2026-02-15,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,247.69,1022.85
2026-02,2026-02-15,acct_008,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,241.32,1011.87
2026-02,2026-02-15,acct_008,AWSLambda,Lambda-GB-Second,us-east-1,23.03,1424363.05
2026-02,2026-02-15,acct_008,AWSLambda,Lambda-GB-Second,us-west-2,17.66,1046072.16
2026-02,2026-02-15,acct_008,AWSLambda,Lambda-GB-Second,eu-west-1,25.89,1577430.91
2026-02,2026-02-15,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-east-1,26.41,88.55
2026-02,2026-02-15,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-west-2,19.55,64.71
2026-02,2026-02-15,acct_008,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,23.17,75.79
2026-02,2026-02-15,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,84.08,821.92
2026-02,2026-02-15,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,77.23,768.13
2026-02,2026-02-15,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,76.91,772.13
2026-02,2026-02-16,acct_001,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,1484.53,7801.05
2026-02,2026-02-16,acct_001,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,1555.86,8195.90
2026-02,2026-02-16,acct_001,AmazonS3,TimedStorage-ByteHrs,us-east-1,354.28,15450294.32
2026-02,2026-02-16,acct_001,AmazonS3,TimedStorage-ByteHrs,eu-west-1,378.83,16494021.67
2026-02,2026-02-16,acct_001,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,638.07,2649.77
2026-02,2026-02-16,acct_001,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,610.35,2553.84
2026-02,2026-02-16,acct_001,AWSLambda,Lambda-GB-Second,us-east-1,156.91,9352159.96
2026-02,2026-02-16,acct_001,AWSLambda,Lambda-GB-Second,eu-west-1,148.45,8799132.72
2026-02,2026-02-16,acct_001,AmazonCloudWatch,MetricMonitorUsage,us-east-1,81.15,270.72
2026-02,2026-02-16,acct_001,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,65.21,219.14
2026-02,2026-02-16,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,284.08,2800.87
2026-02,2026-02-16,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,335.27,3334.72
2026-02,2026-02-16,acct_002,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,1549.96,8076.06
2026-02,2026-02-16,acct_002,AmazonS3,TimedStorage-ByteHrs,us-west-2,450.14,19575381.16
2026-02,2026-02-16,acct_002,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,699.56,2930.68
2026-02,2026-02-16,acct_002,AWSLambda,Lambda-GB-Second,us-west-2,161.40,9866986.03
2026-02,2026-02-16,acct_002,AmazonCloudWatch,MetricMonitorUsage,us-west-2,82.39,268.49
2026-02,2026-02-16,acct_002,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,340.90,3475.33
2026-02,2026-02-16,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,326.01,1729.06
2026-02,2026-02-16,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,253.73,1333.55
2026-02,2026-02-16,acct_003,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,260.25,1358.51
2026-02,2026-02-16,acct_003,AmazonS3,TimedStorage-ByteHrs,us-east-1,60.03,2593175.94
2026-02,2026-02-16,acct_003,AmazonS3,TimedStorage-ByteHrs,us-west-2,68.91,3022933.31
2026-02,2026-02-16,acct_003,AmazonS3,TimedStorage-ByteHrs,eu-central-1,78.96,3442750.60
2026-02,2026-02-16,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,122.37,508.28
2026-02,2026-02-16,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,130.97,550.47
2026-02,2026-02-16,acct_003,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,148.37,624.73
2026-02,2026-02-16,acct_003,AWSLambda,Lambda-GB-Second,us-east-1,26.38,1539448.94
2026-02,2026-02-16,acct_003,AWSLambda,Lambda-GB-Second,us-west-2,18.50,1125616.12
2026-02,2026-02-16,acct_003,AWSLambda,Lambda-GB-Second,eu-central-1,32.97,1963320.38
2026-02,2026-02-16,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-east-1,18.01,60.79
2026-02,2026-02-16,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-west-2,15.34,50.96
2026-02,2026-02-16,acct_003,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,15.21,50.81
2026-02,2026-02-16,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,69.24,695.30
2026-02,2026-02-16,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,65.42,661.83
2026-02,2026-02-16,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,53.94,543.44
2026-02,2026-02-16,acct_004,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,483.65,2455.61
2026-02,2026-02-16,acct_004,AmazonS3,TimedStorage-ByteHrs,eu-central-1,106.65,4589967.91
2026-02,2026-02-16,acct_004,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,258.67,1079.02
2026-02,2026-02-16,acct_004,AWSLambda,Lambda-GB-Second,eu-central-1,64.84,3966105.72
2026-02,2026-02-16,acct_004,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,22.77,75.88
2026-02,2026-02-16,acct_004,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,115.42,1145.70
2026-02,2026-02-16,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,1110.90,5693.36
2026-02,2026-02-16,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,1262.32,6529.77
2026-02,2026-02-16,acct_005,AmazonS3,TimedStorage-ByteHrs,us-east-1,340.34,14792508.99
2026-02,2026-02-16,acct_005,AmazonS3,TimedStorage-ByteHrs,us-west-2,308.85,13420940.16
2026-02,2026-02-16,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,513.11,2125.47
2026-02,2026-02-16,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,531.53,2221.74
2026-02,2026-02-16,acct_005,AWSLambda,Lambda-GB-Second,us-east-1,96.11,5759283.09
2026-02,2026-02-16,acct_005,AWSLambda,Lambda-GB-Second,us-west-2,107.24,6582316.02
2026-02,2026-02-16,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-east-1,57.06,193.15
2026-02,2026-02-16,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-west-2,57.13,190.92
2026-02,2026-02-16,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,193.98,1931.12
2026-02,2026-02-16,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,236.29,2400.37
2026-02,2026-02-16,acct_006,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,376.11,1986.02
2026-02,2026-02-16,acct_006,AmazonS3,TimedStorage-ByteHrs,us-east-1,95.02,4198716.55
2026-02,2026-02-16,acct_006,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,166.35,709.68
2026-02,2026-02-16,acct_006,AWSLambda,Lambda-GB-Second,us-east-1,34.24,2038988.57
2026-02,2026-02-16,acct_006,AmazonCloudWatch,MetricMonitorUsage,us-east-1,17.24,58.82
2026-02,2026-02-16,acct_006,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,82.90,826.27
2026-02,2026-02-16,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,718.76,3769.27
2026-02,2026-02-16,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,805.19,4128.79
2026-02,2026-02-16,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-west-1,162.09,7014590.33
2026-02,2026-02-16,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-central-1,136.82,6011572.12
2026-02,2026-02-16,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,307.42,1290.38
2026-02,2026-02-16,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,367.91,1527.56
2026-02,2026-02-16,acct_007,AWSLambda,Lambda-GB-Second,eu-west-1,65.26,3920613.63
2026-02,2026-02-16,acct_007,AWSLambda,Lambda-GB-Second,eu-central-1,88.80,5297548.12
2026-02,2026-02-16,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,32.25,108.65
